"name","cuisine","visited","rating","notes","gps","googleUrl","originalUrl"
"Theory Coffee Company","Coffee / Donuts",,"high","Have super unique donuts!","29.5153263,-98.4555093","https://maps.google.com/maps?q=+%4029.5153263,-98.4555093","https://www.google.com/maps/place/Theory+Coffee+Company/data=!4m2!3m1!1s0x865cf5323ee92ca9:0x7b0a3d2635f02ece"
"Tootie Pie Co. Boerne","Bakery / Sweets",,"low",,"29.775962,-98.7263428","https://maps.google.com/maps?q=+%4029.775962,-98.7263428","https://www.google.com/maps/place/Tootie+Pie+Co.+Boerne-Main+Street/data=!4m2!3m1!1s0x865c71083e5dabab:0x8939179d4200a826"
"What's Brewing Coffee","Coffee",,"high","Pinball machines","29.5450882,-98.4995554","https://maps.google.com/maps?q=+%4029.5450882,-98.4995554","https://www.google.com/maps/place/What's+Brewing+Coffee+Roasters/data=!4m2!3m1!1s0x865c603c909accf7:0x52bb96c6c1984d42"
"NOLA Brunch & Beignets","Brunch / Sweets","","low","","29.4358067,-98.4795262","https://www.google.com/maps/place/NOLA+Brunch+%26+Beignets/@29.4358067,-98.4821011,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5f61c28d0bab:0xb48f1ce48a78a80!8m2!3d29.4358067!4d-98.4795262!16s%2Fg%2F11c6s0s80_?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/tmL21nGKPizjbZX28"
"The Beignet Stand","Sweets","","high","Rec from Mom","29.5149682,-98.4657528","https://www.google.com/maps/place/The+Beignet+Stand/@29.5149682,-98.4683277,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c8d597176a7f1:0xb13932e7c35a2c12!8m2!3d29.5149682!4d-98.4657528!16s%2Fg%2F11fljgbf3m?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/8vXofAqvz8u5f17Z7"
"El Botero Tapas + Wine Bar","Spanish","","low","","29.7933889,-98.7308318","https://www.google.com/maps/place/El+Botero+Tapas+%2B+Wine+Bar/@29.7933889,-98.7308318,3802m/data=!3m1!1e3!4m6!3m5!1s0x865c7741b6f75c45:0xbcbc0b0e88cb93c4!8m2!3d29.7932142!4d-98.7307237!16s%2Fg%2F11j8z_z2t_?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/JtLQtmFPQgZqCq3j8"
"Instant Donuts","Donuts","","medium","","29.5877494,-98.3811735","https://www.google.com/maps/place/Instant+Donuts/@29.5877494,-98.3811735,952m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c89547c2e5171:0xc1cfe6ed2ae2b8af!8m2!3d29.5877494!4d-98.3785986!16s%2Fg%2F11bymxpxzp?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/yL2gDNPLc8BwAiKv7"
"Round Rock Donuts","Donuts","","high","","30.5057979,-97.7080008","https://www.google.com/maps/place/Round+Rock+Donuts/@30.5057979,-97.7080008,7549m/data=!3m1!1e3!4m6!3m5!1s0x8644d194c5287ea3:0xc29f14e38e0b9618!8m2!3d30.5095693!4d-97.6799341!16s%2Fg%2F1tj2nvyq?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/qJf27ZhqexGnkqRn9"
"Original Donut Shop","Donuts","","low","","29.4726219,-98.5370743","https://www.google.com/maps/place/Original+Donut+Shop/@29.4726219,-98.5370743,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5e56970b1865:0x80d8789ecf2bef64!8m2!3d29.4726219!4d-98.5344994!16s%2Fg%2F1tslk453?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/7zcGJjUGAU5CVPfP6"
"The Art Of Donut","Donuts","✓","low","","29.4564868,-98.4818882","https://www.google.com/maps/place/The+Art+Of+Donut/@29.4564868,-98.4818882,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865cf58937a7f77b:0x3bbc947f8d05ba83!8m2!3d29.4564868!4d-98.4793133!16s%2Fg%2F11fxxkqh33?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/HJtsDyJUbtJKDyD88"
"Grand Donuts","Donuts","","low","","29.6440144,-98.4244838","https://www.google.com/maps/place/Grand+Donuts/@29.6440144,-98.4244838,952m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c891137900cdf:0x887ac28473224561!8m2!3d29.6440144!4d-98.4244838!16s%2Fg%2F1262nfv2g?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/F6WJowiVq4RVqJCt5"
"Old Fashion Donuts","Donuts","","low","","29.5583649,-98.4616399","https://www.google.com/maps/place/Old+Fashion+Donuts/@29.5583649,-98.4642148,953m/data=!3m3!1e3!4b1!5s0x865c8af3485e0c23:0x188c596f0a73682f!4m6!3m5!1s0x865c8af3485bac5d:0x48515d3d82b4b0fd!8m2!3d29.5583649!4d-98.4616399!16s%2Fg%2F1v9gvx14?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/ZjX6Y5ErwXBa6BRbA"
"ST Donuts","Donuts","","medium","","29.4906816,-98.6836499","https://www.google.com/maps/place/ST+Donuts/@29.4906816,-98.6836499,953m/data=!3m3!1e3!4b1!5s0x865c42bd786b3319:0x95773eb24a3ec7df!4m6!3m5!1s0x865c439908830601:0x351c31e55de7c0f9!8m2!3d29.4906816!4d-98.681075!16s%2Fg%2F11fnvv1p0n?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/LsF65cP2HzFj1Yo5A"
"Zen Haus Cafe + Matcha Bar","Coffee","","high","Open late!","29.4216823,-98.4878418","https://www.google.com/maps/place/Zen+Haus+Cafe+%2B+Matcha+Bar/@29.4216823,-98.4878418,3820m/data=!3m1!1e3!4m6!3m5!1s0x865cf75575d67611:0x4de34b0689bcc924!8m2!3d29.4212659!4d-98.4789188!16s%2Fg%2F11y1xtqtjt?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/CmXgpy9Sv8EFUJBQ9"
"The Golden Goose","Korean","✓","medium","","29.4263415,-98.5001249","https://www.google.com/maps/place/The+Golden+Goose/@29.4263415,-98.5001249,1910m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5f55d1a7ed2f:0x71955f9ef13c6604!8m2!3d29.4263369!4d-98.49755!16s%2Fg%2F11l30jrrl6?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D","https://maps.app.goo.gl/qCoxefhJFDySrBYF7"
